title,property_size,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
"5bdrm Duplex in Adeniyi Jones, Ikeja for sale",600.0,5,5,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,"₦ 670,000,000"
3bdrm Block of Flats in Allen Avenue for sale,634.0,3,3,unfurnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,False,"₦ 300,000,000"
4bdrm Duplex in Ogba Lagos for sale,550.0,4,4,unfurnished,"Lagos State, Ogba",Ogba,Lagos State,False,"₦ 220,000,000"
5bdrm Duplex in Ikota for sale,600.0,5,5,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 460,000,000"
4bdrm Duplex in Gbagada for sale,600.0,4,4,unfurnished,"Lagos State, Gbagada",Gbagada,Lagos State,False,"₦ 450,000,000"
"4bdrm Duplex in Cooplag, Lekki Phase 1 for sale",634.0,4,4,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,False,"₦ 190,000,000"
"4bdrm Duplex in Ikota, Lekki for sale",500.0,4,4,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 200,000,000"
"4bdrm Duplex in Golf Reserve, Port-Harcourt for sale",500.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 300,000,000"
"4bdrm Duplex in Cement Mangoro, Ikeja for sale",600.0,4,4,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,"₦ 350,000,000"
"5bdrm Duplex in Baruwa, Egbeda / Egbeda for sale",500.0,5,5,unfurnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,False,"₦ 150,000,000"
3bdrm Block of Flats in Ago Palace for sale,635.0,3,3,unfurnished,"Isolo, Ago Palace",Ago Palace,Isolo,False,"₦ 250,000,000"
"4bdrm Duplex in Mandela Estate, Port-Harcourt for sale",465.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 160,000,000"
"4bdrm Duplex in Cedarwood Estate, Port-Harcourt for sale",465.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 300,000,000"
"4bdrm Duplex in Reef Court Estate, Port-Harcourt for sale",500.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 400,000,000"
7bdrm Block of Flats in Akowonjo for sale,1290.0,7,7,unfurnished,"Alimosho, Akowonjo",Akowonjo,Alimosho,False,"₦ 200,000,000"
"5bdrm Duplex in Adewole Kuku, Lekki for sale",400.0,5,6,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 550,000,000"
4bdrm Duplex in Oko Oba Agege for sale,300.0,4,4,unfurnished,"Lagos State, Agege",Agege,Lagos State,False,"₦ 210,000,000"
6bdrm Duplex in Isheri Opic for sale,635.0,6,6,unfurnished,"Ojodu, Isheri North",Isheri North,Ojodu,False,"₦ 350,000,000"
"4bdrm Duplex in Opp Naf Harmony, New Layout for sale",300.0,4,4,unfurnished,"Port-Harcourt, New Layout",New Layout,Port-Harcourt,diamond,"₦ 300,000,000"
4bdrm Duplex in Trans Amadi for sale,550.0,4,4,semi-furnished,"Port-Harcourt, Trans Amadi",Trans Amadi,Port-Harcourt,diamond,"₦ 400,000,000"
4bdrm Duplex in One Of The Estate At for sale,500.0,4,4,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,False,"₦ 300,000,000"
4bdrm Duplex in Maryland Ikeja for sale,280.0,4,4,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,"₦ 300,000,000"
5bdrm Duplex in Chevron for sale,600.0,5,5,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 600,000,000"
"5bdrm Duplex in Oasis Estate, Port-Harcourt for sale",930.0,5,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 300,000,000"
Furnished 5bdrm Duplex in Port-Harcourt for sale,500.0,5,6,furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 250,000,000"
4bdrm Duplex in Port-Harcourt for sale,250.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 65,000,000"
2bdrm Bungalow in Port-Harcourt for sale,465.0,2,3,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 40,000,000"
4bdrm Duplex in Ogudu Gra for sale,635.0,4,4,unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,False,"₦ 510,000,000"
4bdrm Duplex in Magodo for sale,650.0,4,4,unfurnished,"Lagos State, Magodo",Magodo,Lagos State,False,"₦ 420,000,000"
"5bdrm Duplex in Cedarwood Garden, Rukpokwu for sale",1000.0,5,6,unfurnished,"Port-Harcourt, Rukpokwu",Rukpokwu,Port-Harcourt,diamond,"₦ 650,000,000"
5bdrm Duplex in Banana Island for sale,400.0,5,5,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,diamond,"₦ 5,000,000,000"
3bdrm Apartment in Ikate for sale,600.0,3,3,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 150,000,000"
2bdrm Block of Flats in Igando for sale,635.0,2,2,unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,False,"₦ 320,000,000"
3bdrm Block of Flats in Aguda Surulere for sale,650.0,3,3,unfurnished,"Lagos State, Surulere",Surulere,Lagos State,False,"₦ 300,000,000"
4bdrm Block of Flats in Dawaki for sale,3000.0,4,5,unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,"₦ 73,000,000"
"4bdrm Penthouse in Spring Valley, Uzoba for sale",1000.0,4,5,unfurnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,diamond,"₦ 550,000,000"
"2bdrm Block of Flats in Off Nta Road,, Uzoba for sale",1800.0,2,2,unfurnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,diamond,"₦ 390,000,000"
5bdrm Duplex in Ajah for sale,600.0,5,5,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 190,000,000"
4bdrm Duplex in Ikota for sale,300.0,4,4,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 165,000,000"
"6bdrm Duplex in Mercyland Estate, Port-Harcourt for sale",930.0,6,7,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 280,000,000"
3bdrm Bungalow in Port-Harcourt for sale,465.0,3,4,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 50,000,000"
4bdrm Bungalow in Port-Harcourt for sale,465.0,4,5,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 140,000,000"
"4bdrm Duplex in Isheri Lasu Rd, Igando / Ikotun/Igando for sale",638.0,4,4,unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,False,"₦ 150,000,000"
4bdrm Duplex in Ikeja Gra for sale,400.0,4,4,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,False,"₦ 450,000,000"
4bdrm Duplex in Ikoyi for sale,630.0,4,4,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,False,"₦ 500,000,000"
Furnished 5bdrm Duplex in Banana Island for sale,1000.0,5,5,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,False,"₦ 1,800,000,000"
3bdrm Duplex in New Oko Oba for sale,400.0,3,3,unfurnished,"Agege, New Oko Oba",New Oko Oba,Agege,False,"₦ 130,000,000"
"4bdrm Duplex in Shell Cooperative, Eliozu for sale",550.0,4,4,unfurnished,"Port-Harcourt, Eliozu",Eliozu,Port-Harcourt,diamond,"₦ 250,000,000"
4bdrm Maisonette in Ikeja Gra for sale,1200.0,4,4,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,False,"₦ 850,000,000"
4bdrm Duplex in Abule Egba for sale,500.0,4,4,unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,False,"₦ 330,000,000"
"3bdrm Bungalow in Road 6, New Layout for sale",450.0,3,4,unfurnished,"Port-Harcourt, New Layout",New Layout,Port-Harcourt,diamond,"₦ 55,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,200.0,2,2,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,vip_gold,"₦ 240,000,000"
"Furnished 5bdrm Duplex in Emmiers Estate, Lekki Expressway for sale",500.0,5,5,furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,diamond,"₦ 660,000,000"
"Furnished 3bdrm Apartment in Emmiers Estate, Off Lekki-Epe Expressway",250.0,3,3,furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,diamond,"₦ 160,000,000"
"5bdrm Duplex in New Heaven Estate, Port-Harcourt for sale",775.0,5,6,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 350,000,000"
"Furnished 20bdrm Mansion in Hotel, Ikorodu for sale",4046.0,20,20,furnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,diamond,"₦ 3,000,000,000"
5bdrm Duplex in Banana Island for sale,620.0,5,5,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,False,"₦ 80,000,000"
4bdrm Duplex in Igboefon Lekki for sale,400.0,4,4,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 200,000,000"
"2bdrm Apartment in Ada George New Road, Obio-Akpor for sale",1800.0,2,2,unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,diamond,"₦ 700,000,000"
4bdrm Duplex in Lekki for sale,600.0,4,4,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 190,000,000"
Furnished 5bdrm Duplex in Ikeja GRA for sale,500.0,5,5,furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,False,"₦ 800,000,000"
4bdrm Duplex in Ajah for sale,400.0,4,4,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 255,000,000"
3bdrm Bungalow in Command Ipaja for sale,635.0,3,3,unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,False,"₦ 110,000,000"
4bdrm Duplex in Ogudu Gra for sale,450.0,4,4,unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,False,"₦ 320,000,000"
7bdrm Block of Flats in Command Ipaja for sale,635.0,7,7,unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,False,"₦ 120,000,000"
"Furnished 5bdrm Duplex in Shell Cooperative, Eneka for sale",450.0,5,5,furnished,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,diamond,"₦ 500,000,000"
"5bdrm Duplex in Royal Estate, Port-Harcourt for sale",700.0,5,6,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 600,000,000"
"5bdrm Duplex in Radio Estate, Port-Harcourt for sale",700.0,5,6,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 200,000,000"
"5bdrm Duplex in Greenwood, Ibeju for sale",600.0,5,5,semi-furnished,"Lagos State, Ibeju",Ibeju,Lagos State,diamond,"₦ 170,000,000"
4bdrm Duplex in Ogba for sale,635.0,4,4,unfurnished,"Lagos State, Ogba",Ogba,Lagos State,False,"₦ 380,000,000"
2bdrm Block of Flats in Eko Pearl for sale,600.0,2,2,unfurnished,"Lagos State, Eko Atlantic",Eko Atlantic,Lagos State,False,"₦ 850,000,000"
"3bdrm Duplex in Magodo, GRA Phase 1 for sale",630.0,3,3,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,False,"₦ 180,000,000"
Furnished 3bdrm Duplex in Isheri Igando for sale,350.0,3,3,furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,False,"₦ 120,000,000"
4bdrm Duplex in Magodo for sale,400.0,4,4,unfurnished,"Lagos State, Magodo",Magodo,Lagos State,False,"₦ 450,000,000"
"4bdrm Duplex in Reef Court Estate, Port-Harcourt for sale",500.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 380,000,000"
"5bdrm Duplex in Royal Estate, Port-Harcourt for sale",465.0,5,6,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 83,000,000"
5bdrm Duplex in Port-Harcourt for sale,465.0,5,6,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 230,000,000"
2bdrm Block of Flats in Port-Harcourt for sale,465.0,2,3,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 55,000,000"
3bdrm Bungalow in Port-Harcourt for sale,465.0,3,4,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 50,000,000"
4bdrm Duplex in Isheri Opic for sale,500.0,4,4,unfurnished,"Ojodu, Isheri North",Isheri North,Ojodu,False,"₦ 250,000,000"
5bdrm Block of Flats in Yaba for sale,648.0,5,5,unfurnished,"Lagos State, Yaba",Yaba,Lagos State,False,"₦ 420,000,000"
"4bdrm Duplex in Orchid, Lagos Island / Lagos Island for sale",650.0,4,4,unfurnished,"Lagos Island (Eko), Lagos Island / Lagos Island",Lagos Island / Lagos Island,Lagos Island (Eko),False,"₦ 190,000,000"
"4bdrm Duplex in Shagari Estate, Alimosho for sale",600.0,4,4,unfurnished,"Lagos State, Alimosho",Alimosho,Lagos State,False,"₦ 180,000,000"
5bdrm Duplex in Ikota for sale,600.0,5,5,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 400,000,000"
5bdrm Duplex in Ikota for sale,600.0,5,5,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 400,000,000"
"6bdrm Duplex in Mercyland Estate, Port-Harcourt for sale",1360.0,6,7,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 350,000,000"
2bdrm Block of Flats in Port-Harcourt for sale,465.0,2,3,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 55,000,000"
"4bdrm Duplex in S& T Estate, Ibadan for sale",500.0,4,4,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 155,000,000"
"Furnished 4bdrm Duplex in Gbagada, Lagos State for sale",500.0,4,4,furnished,Lagos State,Lagos State,,False,"₦ 200,000,000"
"4bdrm Duplex in Shonibare Estate, Maryland for sale",640.0,4,4,unfurnished,"Lagos State, Maryland",Maryland,Lagos State,False,"₦ 550,000,000"
5bdrm Duplex in Lekki Palm City for sale,650.0,5,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 300,000,000"
4bdrm Duplex in Ogba for sale,635.0,4,4,unfurnished,"Ogba, Ogba GRA",Ogba GRA,Ogba,False,"₦ 280,000,000"
"5bdrm Duplex in Majesty Estate, Obio-Akpor for sale",500.0,5,6,unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,diamond,"₦ 480,000,000"
4bdrm Duplex in Ibadan for sale,500.0,4,4,semi-furnished,"Oyo State, Ibadan",Ibadan,Oyo State,vip,"₦ 140,000,000"
5bdrm Apartment in Chevron for sale,600.0,5,5,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 470,000,000"
"4bdrm Bungalow in Unity Estate, Port-Harcourt for sale",400.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 90,000,000"
4bdrm Duplex in Port-Harcourt for sale,465.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 180,000,000"
4bdrm Duplex in Port-Harcourt for sale,450.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 320,000,000"
Furnished 4bdrm Duplex in Ikeja Gra for sale,500.0,4,4,furnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,False,"₦ 600,000,000"
4bdrm Duplex in Gbagada for sale,640.0,4,4,unfurnished,"Lagos State, Gbagada",Gbagada,Lagos State,False,"₦ 190,000,000"
5bdrm Duplex in Ikate for sale,680.0,5,5,unfurnished,"Lekki, Ikate",Ikate,Lekki,False,"₦ 490,000,000"
4bdrm Duplex in Omole Phase 1 for sale,650.0,4,4,unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,False,"₦ 650,000,000"
"4bdrm Duplex in Adeniyi, Ikeja for sale",400.0,4,4,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,"₦ 380,000,000"
3bdrm Duplex in Ajao Estate for sale,450.0,3,3,unfurnished,"Isolo, Ajao Estate",Ajao Estate,Isolo,False,"₦ 220,000,000"
4bdrm Duplex in Ajah Lekki for sale,250.0,4,4,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,False,"₦ 140,000,000"
6bdrm Duplex in Old Ikoyi for sale,400.0,6,6,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,False,"₦ 2,600,000,000"
"4bdrm Duplex in Radio Estate, Uzoba for sale",450.0,4,4,semi-furnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,diamond,"₦ 225,000,000"
"5bdrm House in New Lay Out, Obio-Akpor for sale",450.0,5,5,unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,diamond,"₦ 200,000,000"
4bdrm Bungalow in Ajah for sale,600.0,4,4,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 55,000,000"
Furnished 3bdrm Maisonette in Lekki for sale,600.0,3,3,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 119,542,500"
3bdrm Bungalow in Port-Harcourt for sale,232.0,3,4,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 75,000,000"
4bdrm Duplex in Port-Harcourt for sale,400.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 150,000,000"
"3bdrm Bungalow in Odogbe Community, Ijebu Ode for sale",728.0,3,3,unfurnished,"Ogun State, Ijebu Ode",Ijebu Ode,Ogun State,basic,"₦ 37,000,000"
5bdrm Duplex in Chevron Lekki for sale,630.0,5,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 450,000,000"
"4bdrm Duplex in Romas Homes Estate, Lekki for sale",630.0,4,4,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 180,000,000"
4bdrm Duplex in Ikeja Gra for sale,450.0,4,4,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,"₦ 800,000,000"
"4bdrm Duplex in Adeniyi Jones, Ikeja for sale",350.0,4,4,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,False,"₦ 285,000,000"
"2bdrm Block of Flats in Majesty Estate, Uzoba for sale",920.0,2,2,unfurnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,diamond,"₦ 280,000,000"
1bdrm Apartment in Ologolo for sale,250.0,1,1,semi-furnished,"Lekki, Ologolo",Ologolo,Lekki,diamond,"₦ 90,000,000"
"4bdrm Duplex in Millennium Estate, Gbagada for sale",630.0,4,4,unfurnished,"Lagos State, Gbagada",Gbagada,Lagos State,False,"₦ 300,000,000"
4bdrm Duplex in Ogudu Gra for sale,600.0,4,4,unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,False,"₦ 600,000,000"
5bdrm Duplex in Lekki for sale,600.0,5,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 500,000,000"
"5bdrm Duplex in News Engineering, Dawaki for sale",700.0,5,6,unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,False,"₦ 250,000,000"
4bdrm Duplex in Ikeja Gra for sale,635.0,4,4,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,False,"₦ 650,000,000"
2bdrm Block of Flats in Ipaja Alimosho Close for sale,635.0,2,2,unfurnished,"Lagos State, Ipaja",Ipaja,Lagos State,False,"₦ 55,000,000"
3bdrm Apartment in Magodo Phase 2 for sale,635.0,3,3,unfurnished,"Lagos State, Magodo",Magodo,Lagos State,False,"₦ 210,000,000"
4bdrm Duplex in Ogudu Gra for sale,400.0,4,4,unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,False,"₦ 350,000,000"
3bdrm Apartment in Lekki Phase 1 for sale,250.0,3,3,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 355,000,000"
6bdrm Duplex in Cowrie Creek Estate for sale,800.0,6,6,unfurnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 2,900,000,000"
6bdrm Duplex in Opic Isheri for sale,550.0,6,6,unfurnished,"Ojodu, Isheri North",Isheri North,Ojodu,False,"₦ 390,000,000"
4bdrm Duplex in Ogba for sale,635.0,4,4,unfurnished,"Ogba, Ogba Industrial Estate",Ogba Industrial Estate,Ogba,False,"₦ 240,000,000"
3bdrm Block of Flats in Lekki Phase 1 for sale,635.0,3,3,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,False,"₦ 350,000,000"
4bdrm Duplex in Old Ikoyi for sale,650.0,4,4,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,False,"₦ 1,700,000,000"
4bdrm Duplex in Katampe (Main) for sale,250.0,4,4,semi-furnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,"₦ 400,000,000"
Furnished 4bdrm Duplex in Ikota for sale,600.0,4,4,furnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 200,000,000"
2bdrm Block of Flats in Owerri for sale,500.0,2,3,unfurnished,"Imo State, Owerri",Owerri,Imo State,diamond,"₦ 150,000,000"
5bdrm Duplex in Port-Harcourt for sale,456.0,5,5,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 120,000,000"
4bdrm Duplex in College Road Ogba for sale,638.0,4,4,semi-furnished,"Lagos State, Ogba",Ogba,Lagos State,False,"₦ 290,000,000"
"2bdrm Duplex in Red Mode Estate, Rumuekini for sale",4500.0,2,3,unfurnished,"Port-Harcourt, Rumuekini",Rumuekini,Port-Harcourt,diamond,"₦ 700,000,000"
"4bdrm Duplex in Oluyole, Ibadan for sale",700.0,4,4,semi-furnished,"Oyo State, Ibadan",Ibadan,Oyo State,vip,"₦ 300,000,000"
"Furnished 4bdrm Block of Flats in Ilupa, Ijebu Ode for sale",627.0,4,4,furnished,"Ogun State, Ijebu Ode",Ijebu Ode,Ogun State,basic,"₦ 26,000,000"
"4bdrm Bungalow in Illupeju Estate, Ado-Odo/Ota for sale",640.0,4,4,semi-furnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,vip,"₦ 23,500,000"
4bdrm Duplex in Old Ikoyi for sale,4000.0,4,4,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,False,"₦ 1,600,000,000"
"4bdrm Duplex in Magodo, GRA Phase 1 for sale",620.0,4,4,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,False,"₦ 320,000,000"
"Furnished 2bdrm Block of Flats in Shonibare Estate, Maryland for sale",630.0,2,2,furnished,"Lagos State, Maryland",Maryland,Lagos State,False,"₦ 230,000,000"
"4bdrm Duplex in She'Ll Cooperative, Eneka for sale",300.0,4,5,unfurnished,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,diamond,"₦ 250,000,000"
"3bdrm Bungalow in Favour Estate, Ruuodomaya for sale",300.0,3,4,unfurnished,"Port-Harcourt, Ruuodomaya",Ruuodomaya,Port-Harcourt,diamond,"₦ 95,000,000"
5bdrm Duplex in Ikota for sale,600.0,5,5,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 400,000,000"
"3bdrm Duplex in Shell Cooperative, Port-Harcourt for sale",300.0,3,4,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 200,000,000"
4bdrm Duplex in William Estate for sale,756.0,4,4,unfurnished,"Alimosho, Akowonjo",Akowonjo,Alimosho,False,"₦ 500,000,000"
Furnished 5bdrm Duplex in Ikate Lekki for sale,500.0,5,5,furnished,"Lekki, Ikate",Ikate,Lekki,False,"₦ 1,300,000,000"
"6bdrm Duplex in Efab Queens, Gwarinpa for sale",1200.0,6,6,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),False,"₦ 370,000,000"
6bdrm Duplex in Katampe Extension for sale,1500.0,6,7,semi-furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,False,"₦ 1,500,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,300.0,5,5,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,vip_gold,"₦ 980,000,000"
5bdrm Duplex in Ikota for sale,500.0,5,5,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 340,000,000"
"4bdrm Duplex in Peace Estate, Port-Harcourt for sale",500.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 120,000,000"
4bdrm Duplex in Port-Harcourt for sale,1566.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 90,000,000"
5bdrm Duplex in Gwarinpa Estate for sale,1345.0,5,6,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),False,"₦ 720,000,000"
5bdrm Duplex in Omole Phase 1 for sale,700.0,5,5,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,diamond,"₦ 700,000,000"
3bdrm Duplex in Ikorodu Road for sale,730.0,3,3,unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,False,"₦ 1,000,000,000"
3bdrm Duplex in Lekki Estate for sale,300.0,3,3,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 600,000,000"
4bdrm Duplex in Woji Estate for sale,300.0,4,4,unfurnished,"Port-Harcourt, Woji",Woji,Port-Harcourt,diamond,"₦ 250,000,000"
"4bdrm Condo in Sky Villa, Ikoyi S.W for sale",350.0,4,3,unfurnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,diamond,"₦ 2,056,500,000"
"4bdrm Duplex in Farm Road2, Port-Harcourt for sale",465.0,4,5,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,"₦ 180,000,000"
"Furnished 5bdrm Duplex in 2Nd Toll Gate, Lekki for sale",500.0,5,5,furnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 530,000,000"
3bdrm Apartment in Oshimili North for sale,1300.0,3,3,unfurnished,"Delta State, Oshimili North",Oshimili North,Delta State,False,"₦ 260,000,000"
4bdrm Duplex in Ikota Lekki for sale,350.0,4,4,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 130,000,000"
"3bdrm Block of Flats in Ekoro, Abule Egba for sale",635.0,3,3,unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,False,"₦ 80,000,000"
"5bdrm Duplex in Ajah, Lekki for sale",500.0,5,5,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,False,"₦ 290,000,000"
